LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,20,0,20,0,,,,,,,,,,,,,,,,0,1238,,,,2277.637466,,160,D,triangle,0.014642449,,,,,1,1,,,,,,,,,,,,2273.946351,2273.946351,2273.946351,2273.946351,2275.4348,2275.4348,2275.4348,2275.4348,2275.451484,2275.451484,2275.451484,2275.451484,,,,,repeat,letter,lettRpt,j,Hi,,0.678549075,,4,,,,,high,2276.14136,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,21,0,21,0,,,,,,,,,,,,,,,,0,1238,,,,2282.157554,,125,F,hexagon,0.002015011,,,,,0,0,,,,,,,,,,,,2278.633326,2278.633326,2278.633326,2278.633326,2280.121639,2280.121639,2280.121639,2280.121639,2280.138171,2280.138171,2280.138171,2280.138171,,,,,repeat,letter,NA,k,Hi,,0.514488535,,4,,,,,high,2280.661403,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,22,0,22,0,,,,,,,,,,,,,,,,0,1238,,,,2286.994456,,167,U,circle,0.001935674,,,,,0,1,,,,,,,,,,,,2283.15317,2283.15317,2283.15317,2283.15317,2284.641843,2284.641843,2284.641843,2284.641843,2284.65835,2284.65835,2284.65835,2284.65835,,,,,switch,number,NA,d,Hi,,0.832153092,,4,,,,,high,2285.495741,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,23,0,23,0,,,,,,,,,,,,,,,,10,1248,,,,2292.064724,,181,B,star,0.002043289,,,,,1,1,,,,,,,,,,,,2287.989743,2287.989743,2287.989743,2287.989743,2289.478609,2289.478609,2289.478609,2289.478609,2289.495176,2289.495176,2289.495176,2289.495176,,,,,switch,letter,lettSwt,j,Lo,,1.058487069,,4,,,,,high,2290.567799,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,24,0,24,0,,,,,,,,,,,,,,,,0,1248,,,,2296.918584,,139,D,hexagon,0.001891563,,,,,0,0,,,,,,,,,,,,2293.060147,2293.060147,2293.060147,2293.060147,2294.548978,2294.548978,2294.548978,2294.548978,2294.565585,2294.565585,2294.565585,2294.565585,,,,,repeat,letter,NA,k,Lo,,0.848874248,,4,,,,,high,2295.421802,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,25,0,25,0,,,,,,,,,,,,,,,,0,1248,,,,2301.834713,,132,F,circle,0.002069295,,,,,1,1,,,,,,,,,,,,2297.914023,2297.914023,2297.914023,2297.914023,2299.40252,2299.40252,2299.40252,2299.40252,2299.419236,2299.419236,2299.419236,2299.419236,,,,,switch,number,numSwt,d,Hi,,0.899200449,,4,,,,,high,2300.325982,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,26,0,26,0,,,,,,,,,,,,,,,,0,1248,,,,2306.423537,,146,W,triangle,0.00193797,,,,,0,0,,,,,,,,,,,,2302.81738,2302.81738,2302.81738,2302.81738,2304.306075,2304.306075,2304.306075,2304.306075,2304.322783,2304.322783,2304.322783,2304.322783,,,,,repeat,number,NA,f,Hi,,0.574722001,,4,,,,,high,2304.912448,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,27,0,27,0,,,,,,,,,,,,,,,,0,1248,,,,2311.243981,,125,U,star,0.001990525,,,,,0,1,,,,,,,,,,,,2307.404141,2307.404141,2307.404141,2307.404141,2308.892912,2308.892912,2308.892912,2308.892912,2308.909596,2308.909596,2308.909596,2308.909596,,,,,repeat,number,NA,f,Hi,,0.803077574,,4,,,,,high,2309.730464,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,28,0,28,0,,,,,,,,,,,,,,,,0,1248,,,,2316.797539,,181,H,circle,0.016489879,,,,,1,1,,,,,,,,,,,,2312.2399,2312.2399,2312.2399,2312.2399,2313.713418,2313.713418,2313.713418,2313.713418,2313.746742,2313.746742,2313.746742,2313.746742,,,,,switch,letter,lettSwt,j,Hi,,1.540187096,,4,,,,,high,2315.286678,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,29,0,29,0,,,,,,,,,,,,,,,,0,1248,,,,2321.45133,,160,Y,triangle,0.002122606,,,,,1,0,,,,,,,,,,,,2317.778336,2317.778336,2317.778336,2317.778336,2319.267095,2319.267095,2319.267095,2319.267095,2319.283755,2319.283755,2319.283755,2319.283755,,,,,repeat,letter,lettRpt,k,Hi,,0.644109236,,4,,,,,high,2319.937736,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,30,0,30,0,,,,,,,,,,,,,,,,0,1248,,,,2326.238086,,167,S,star,0.002074612,,,,,0,0,,,,,,,,,,,,2322.431691,2322.431691,2322.431691,2322.431691,2323.920827,2323.920827,2323.920827,2323.920827,2323.937254,2323.937254,2323.937254,2323.937254,,,,,repeat,letter,NA,j,Hi,,0.771821965,,4,,,,,high,2324.726828,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,31,0,31,0,,,,,,,,,,,,,,,,1,1249,,,,2330.908445,,174,B,hexagon,0.017120808,,,,,1,1,,,,,,,,,,,,2327.234533,2327.234533,2327.234533,2327.234533,2328.707539,2328.707539,2328.707539,2328.707539,2328.740939,2328.740939,2328.740939,2328.740939,,,,,repeat,letter,lettRpt,j,Lo,,0.666109503,,4,,,,,high,2329.397227,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,10,1259,,,,2339.465177,,146,F,star,0.016994547,,,,,1,0,,,,,,,,,,,,2335.65747,2335.65747,2335.65747,2335.65747,2337.130945,2337.130945,2337.130945,2337.130945,2337.164157,2337.164157,2337.164157,2337.164157,,,,,switch,number,numSwt,d,Lo,,0.792490463,,5,,,space,0.688819316,high,2337.953693,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,0,1259,,,,2344.985521,,160,B,triangle,0.016731279,,,,,1,0,,,,,,,,,,,,2340.461121,2340.461121,2340.461121,2340.461121,2341.934384,2341.934384,2341.934384,2341.934384,2341.968243,2341.968243,2341.968243,2341.968243,,,,,repeat,number,numRpt,f,Hi,,1.501941594,,5,,,,,high,2343.471499,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,0,1259,,,,2349.839063,,181,Y,circle,0.013216422,,,,,1,0,,,,,,,,,,,,2345.981532,2345.981532,2345.981532,2345.981532,2347.471497,2347.471497,2347.471497,2347.471497,2347.488152,2347.488152,2347.488152,2347.488152,,,,,repeat,number,numRpt,f,Hi,,0.825181473,,5,,,,,high,2348.325875,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,0,1259,,,,2354.609663,,174,W,hexagon,0.016480478,,,,,0,0,,,,,,,,,,,,2350.834867,2350.834867,2350.834867,2350.834867,2352.308503,2352.308503,2352.308503,2352.308503,2352.341815,2352.341815,2352.341815,2352.341815,,,,,repeat,number,NA,d,Hi,,0.758401454,,5,,,,,high,2353.09893,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,1,1260,,,,2359.629705,,139,U,hexagon,0.016520414,,,,,1,1,,,,,,,,,,,,2355.605484,2355.605484,2355.605484,2355.605484,2357.07859,2357.07859,2357.07859,2357.07859,2357.111927,2357.111927,2357.111927,2357.111927,,,,,repeat,number,numRpt,d,Lo,,1.005361038,,5,,,,,high,2358.118676,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,0,1260,,,,2364.499851,,132,S,triangle,0.016746251,,,,,0,0,,,,,,,,,,,,2360.625543,2360.625543,2360.625543,2360.625543,2362.099094,2362.099094,2362.099094,2362.099094,2362.132229,2362.132229,2362.132229,2362.132229,,,,,repeat,number,NA,f,Lo,,0.856313665,,5,,,,,high,2362.989458,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,1,1261,,,,2369.520263,,167,H,star,0.016824429,,,,,1,1,,,,,,,,,,,,2365.495869,2365.495869,2365.495869,2365.495869,2366.969302,2366.969302,2366.969302,2366.969302,2367.002446,2367.002446,2367.002446,2367.002446,,,,,repeat,number,numRpt,f,Lo,,1.003805809,,5,,,,,high,2368.008752,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,0,1261,,,,2374.290458,,125,D,circle,0.016846557,,,,,1,0,,,,,,,,,,,,2370.516282,2370.516282,2370.516282,2370.516282,2371.989622,2371.989622,2371.989622,2371.989622,2372.022733,2372.022733,2372.022733,2372.022733,,,,,switch,letter,lettSwt,j,Hi,,0.754213601,,5,,,,,high,2372.779784,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,0,1261,,,,2380.877853,,146,F,star,0.016988938,,,,,0,0,,,,,,,,,,,,2375.28611,2375.28611,2375.28611,2375.28611,2376.758108,2376.758108,2376.758108,2376.758108,2376.791064,2376.791064,2376.791064,2376.791064,,,,,repeat,letter,NA,k,Hi,,2.578765462,,5,,,,,high,2379.367179,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,0,1261,,,,2387.667402,,160,B,triangle,0.016883612,,,,,1,1,,,,,,,,,,,,2381.873846,2381.873846,2381.873846,2381.873846,2383.347336,2383.347336,2383.347336,2383.347336,2383.380772,2383.380772,2383.380772,2383.380772,,,,,repeat,letter,lettRpt,j,Hi,,2.796004693,,5,,,,,high,2386.171888,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,0,1261,,,,2394.388408,,181,Y,circle,0.00173932,,,,,1,0,,,,,,,,,,,,2388.663018,2388.663018,2388.663018,2388.663018,2390.151597,2390.151597,2390.151597,2390.151597,2390.168078,2390.168078,2390.168078,2390.168078,,,,,repeat,letter,lettRpt,k,Hi,,2.69646223,,5,,,,,high,2392.874703,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,1,1262,,,,2399.541964,2400.042215,174,W,hexagon,0.016910154,,,,,1,0,,,,,,,,,,,,2395.384239,2395.384239,2395.384239,2395.384239,2396.85593,2396.85593,2396.85593,2396.85593,2396.889041,2396.889041,2396.889041,2396.889041,,,,,repeat,letter,lettRpt,k,Lo,,1.168068606,,5,,,,,high,2398.047076,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,0,1262,,,,2404.745619,,139,U,circle,0.000655021,,,,,1,0,,,,,,,,,,,,2400.538126,2400.538126,2400.538126,2400.538126,2402.028021,2402.028021,2402.028021,2402.028021,2402.044738,2402.044738,2402.044738,2402.044738,,,,,repeat,letter,lettRpt,k,Hi,,1.170897424,,5,,,,,high,2403.234941,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,0,1262,,,,2410.099499,,132,S,triangle,0.016807732,,,,,1,0,,,,,,,,,,,,2405.74158,2405.74158,2405.74158,2405.74158,2407.214992,2407.214992,2407.214992,2407.214992,2407.248179,2407.248179,2407.248179,2407.248179,,,,,repeat,letter,lettRpt,k,Hi,,1.339258157,,5,,,,,high,2408.586087,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,0,1262,,,,2414.636345,,167,H,star,0.016861983,,,,,0,0,,,,,,,,,,,,2411.095574,2411.095574,2411.095574,2411.095574,2412.568943,2412.568943,2412.568943,2412.568943,2412.602272,2412.602272,2412.602272,2412.602272,,,,,switch,number,NA,d,Hi,,0.530500567,,5,,,,,high,2413.125812,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,1,1263,,,,2420.073455,,125,D,hexagon,0.016600467,,,,,1,1,,,,,,,,,,,,2415.632144,2415.632144,2415.632144,2415.632144,2417.105831,2417.105831,2417.105831,2417.105831,2417.138945,2417.138945,2417.138945,2417.138945,,,,,repeat,number,numRpt,d,Lo,,1.427568486,,5,,,,,high,2418.56231,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,0,1263,,,,2425.360441,,181,U,triangle,0.016760848,,,,,1,0,,,,,,,,,,,,2421.069715,2421.069715,2421.069715,2421.069715,2422.542609,2422.542609,2422.542609,2422.542609,2422.576196,2422.576196,2422.576196,2422.576196,,,,,repeat,number,numRpt,f,Hi,,1.278031293,,5,,,,,high,2423.850263,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,1,1264,,,,2430.630966,,167,D,hexagon,0.016778911,,,,,1,0,,,,,,,,,,,,2426.356797,2426.356797,2426.356797,2426.356797,2427.829929,2427.829929,2427.829929,2427.829929,2427.863216,2427.863216,2427.863216,2427.863216,,,,,repeat,number,numRpt,f,Lo,,1.255434182,,5,,,,,high,2429.119701,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,0,1264,,,,2435.36769,,160,Y,circle,0.016830689,,,,,1,0,,,,,,,,,,,,2431.626766,2431.626766,2431.626766,2431.626766,2433.100215,2433.100215,2433.100215,2433.100215,2433.133768,2433.133768,2433.133768,2433.133768,,,,,switch,letter,lettSwt,k,Hi,,0.733838347,,5,,,,,high,2433.857716,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,0,1264,,,,2439.921261,,125,W,star,0.01646187,,,,,0,0,,,,,,,,,,,,2436.363612,2436.363612,2436.363612,2436.363612,2437.836981,2437.836981,2437.836981,2437.836981,2437.870458,2437.870458,2437.870458,2437.870458,,,,,repeat,letter,NA,j,Hi,,0.541205568,,5,,,,,high,2438.410689,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,10,1274,,,,2444.508073,,139,S,star,0.000482197,,,,,1,1,,,,,,,,,,,,2440.900258,2440.900258,2440.900258,2440.900258,2442.390631,2442.390631,2442.390631,2442.390631,2442.407193,2442.407193,2442.407193,2442.407193,,,,,switch,number,numSwt,d,Lo,,0.578370629,,5,,,,,high,2442.996647,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,0,1274,,,,2449.278456,,146,H,circle,0.016843879,,,,,1,0,,,,,,,,,,,,2445.503621,2445.503621,2445.503621,2445.503621,2446.977912,2446.977912,2446.977912,2446.977912,2447.010814,2447.010814,2447.010814,2447.010814,,,,,repeat,number,numRpt,d,Hi,,0.761448214,,5,,,,,high,2447.767805,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,,,,,,,,,,,,,1,1275,,,,2453.698371,,174,B,hexagon,0.016764885,,,,,1,0,,,,,,,,,,,,2450.274441,2450.274441,2450.274441,2450.274441,2451.745832,2451.745832,2451.745832,2451.745832,2451.779085,2451.779085,2451.779085,2451.779085,,,,,switch,letter,lettSwt,j,Lo,,0.402992752,,5,,,,,high,2452.196761,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,,,,,,,,,,,,,0,1275,,,,2458.451963,,132,F,triangle,0.013160109,,,,,1,0,,,,,,,,,,,,2454.694172,2454.694172,2454.694172,2454.694172,2456.182669,2456.182669,2456.182669,2456.182669,2456.199109,2456.199109,2456.199109,2456.199109,,,,,switch,number,numSwt,d,Hi,,0.747646228,,5,,,,,high,2456.956011,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,24,0,24,0,,,,,,,,,,,,,,,,1,1276,,,,2463.055255,,160,S,star,0.002172042,,,,,1,0,,,,,,,,,,,,2459.44779,2459.44779,2459.44779,2459.44779,2460.936046,2460.936046,2460.936046,2460.936046,2460.952835,2460.952835,2460.952835,2460.952835,,,,,switch,letter,lettSwt,k,Lo,,0.596727055,,5,,,,,high,2461.55927,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,25,0,25,0,,,,,,,,,,,,,,,,1,1277,,,,2467.575291,,125,W,hexagon,0.001812082,,,,,1,0,,,,,,,,,,,,2464.05108,2464.05108,2464.05108,2464.05108,2465.539649,2465.539649,2465.539649,2465.539649,2465.556307,2465.556307,2465.556307,2465.556307,,,,,switch,number,numSwt,d,Lo,,0.503679984,,5,,,,,high,2466.077076,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,26,0,26,0,,,,,,,,,,,,,,,,0,1277,,,,2472.112306,,167,H,circle,0.001994761,,,,,0,0,,,,,,,,,,,,2468.571084,2468.571084,2468.571084,2468.571084,2470.059688,2470.059688,2470.059688,2470.059688,2470.076349,2470.076349,2470.076349,2470.076349,,,,,switch,letter,NA,k,Lo,,0.529712715,,5,,,,,high,2470.616186,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,27,0,27,0,,,,,,,,,,,,,,,,10,1287,,,,2476.613947,,181,F,triangle,0.002142901,,,,,1,1,,,,,,,,,,,,2473.107914,2473.107914,2473.107914,2473.107914,2474.59657,2474.59657,2474.59657,2474.59657,2474.613502,2474.613502,2474.613502,2474.613502,,,,,repeat,letter,lettRpt,j,Hi,,0.470468981,,5,,,,,high,2475.102666,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,28,0,28,0,,,,,,,,,,,,,,,,0,1287,,,,2481.767876,,132,Y,circle,0.001970422,,,,,1,0,,,,,,,,,,,,2477.594304,2477.594304,2477.594304,2477.594304,2479.083472,2479.083472,2479.083472,2479.083472,2479.099975,2479.099975,2479.099975,2479.099975,,,,,switch,number,numSwt,d,Hi,,1.136210778,,5,,,,,high,2480.257647,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
